packetnr,hk,lat,lon,alt,hh,mm,ss,nsat,p,H,T,ntc,bat,yaw,pitch,roll,rssi
2838,0,78.22283936,15.65414047,21.1,11,4,50,12,1006.94,57,10.29,1598,2497,-23,-3,20,-81
2839,0,78.22283936,15.65420151,21.1,11,4,51,12,1006.92,57,10.28,1597,2497,-23,-3,20,-81
2840,0,78.22283936,15.65419006,21.2,11,4,52,12,1006.91,57,10.28,1596,2495,-23,-3,20,-80
2841,0,78.22283936,15.65420151,21.1,11,4,53,12,1006.94,57,10.28,1595,2498,-23,-3,20,-80
2842,0,78.22283936,15.65419388,21.1,11,4,54,12,1006.89,57,10.27,1595,2495,-23,-3,20,-80
2843,0,78.22283936,15.65421677,21.2,11,4,55,12,1006.92,57,10.27,1595,2501,-23,-3,20,-80
2844,0,78.22283936,15.65421295,21.2,11,4,56,12,1006.95,57,10.26,1595,2498,-23,-3,20,-80
2845,0,78.22283936,15.65423203,21.2,11,4,57,13,1006.96,57,10.27,1595,2495,-23,-3,20,-80
2846,0,78.22283936,15.65423203,21.1,11,4,58,12,1006.95,57,10.26,1596,2494,-23,-3,20,-81
2847,0,78.22283936,15.65421677,20.9,11,4,59,12,1006.96,57,10.26,1597,2496,-23,-3,20,-80
2848,0,78.22283936,15.65420914,21.0,11,5,0,12,1006.96,57,10.25,1598,2496,-23,-3,20,-80
2849,0,78.22283936,15.65421677,21.1,11,5,1,12,1006.96,57,10.25,1599,2496,-23,-3,20,-80
2850,0,78.22283936,15.65420151,21.0,11,5,2,12,1006.92,57,10.24,1599,2493,-23,-3,20,-81
2851,0,78.22283936,15.65420914,21.1,11,5,3,12,1006.96,57,10.24,1598,2495,-23,-3,20,-80
2852,0,78.22283936,15.65419769,21.1,11,5,4,12,1006.93,57,10.24,1598,2497,-23,-3,20,-81
2853,0,78.22283936,15.65421295,21.1,11,5,5,12,1006.98,57,10.24,1598,2494,-23,-3,20,-80
2854,0,78.22286987,15.65423965,21.2,11,5,6,13,1006.95,57,10.24,1596,2494,-23,-3,20,-80
2855,0,78.22283936,15.65422440,21.2,11,5,7,13,1006.93,57,10.23,1596,2498,-23,-3,20,-80
2856,0,78.22286987,15.65423965,21.2,11,5,8,13,1006.98,57,10.23,1597,2497,-23,-3,20,-80
2857,0,78.22286987,15.65423584,21.2,11,5,9,13,1006.96,57,10.22,1596,2497,-23,-3,20,-80
2858,0,78.22286987,15.65423203,21.2,11,5,10,13,1006.95,57,10.22,1595,2494,-23,-3,20,-80
2859,0,78.22286987,15.65421677,21.2,11,5,11,13,1006.94,57,10.22,1594,2497,-23,-3,20,-80
2860,0,78.22286987,15.65420151,21.2,11,5,12,12,1006.98,57,10.21,1592,2495,-23,-3,20,-80
2861,0,78.22286987,15.65419769,21.2,11,5,13,12,1006.96,57,10.21,1593,2492,-23,-3,20,-80
2862,0,78.22286987,15.65419388,21.2,11,5,14,12,1006.97,57,10.2,1593,2496,-23,-3,20,-80
2863,0,78.22286987,15.65421677,21.4,11,5,15,12,1006.96,57,10.2,1593,2497,-23,-3,20,-80
2864,0,78.22286987,15.65422058,21.6,11,5,16,12,1006.94,57,10.19,1596,2494,-23,-3,20,-79
2865,0,78.22286987,15.65422058,21.5,11,5,17,12,1006.94,57,10.19,1595,2494,-23,-3,20,-80
2866,0,78.22286987,15.65422440,21.5,11,5,18,12,1006.96,57,10.18,1595,2495,-23,-3,20,-80
2867,0,78.22286987,15.65422440,21.6,11,5,19,12,1006.97,57,10.18,1595,2496,-23,-3,20,-80
2868,0,78.22286987,15.65423203,21.6,11,5,20,12,1006.97,57,10.18,1594,2495,-23,-3,20,-80
2869,0,78.22286987,15.65423203,21.5,11,5,21,12,1006.95,57,10.17,1595,2494,-23,-3,20,-80
2870,0,78.22286987,15.65423203,21.5,11,5,22,12,1006.98,57,10.17,1594,2492,-23,-3,20,-81
2871,0,78.22286987,15.65419388,21.5,11,5,23,12,1006.99,57,10.16,1595,2494,-23,-3,20,-80
2872,0,78.22286987,15.65420532,21.5,11,5,24,12,1006.99,57,10.16,1595,2494,-23,-3,20,-79
2873,0,78.22286987,15.65419769,21.5,11,5,25,12,1007.0,57,10.16,1596,2494,-23,-3,20,-80
2874,0,78.22286987,15.65420151,21.5,11,5,26,12,1007.01,57,10.16,1597,2496,-23,-3,20,-81
2875,0,78.22286987,15.65421677,21.5,11,5,27,12,1006.95,57,10.15,1598,2497,-23,-3,20,-80
2876,0,78.22286987,15.65421677,21.5,11,5,28,12,1006.97,57,10.15,1600,2495,-23,-3,20,-81
2877,0,78.22286987,15.65422058,21.5,11,5,29,12,1006.98,57,10.14,1599,2495,-23,-3,20,-80
2878,0,78.22286987,15.65421295,21.5,11,5,30,12,1006.96,57,10.14,1599,2500,-23,-3,20,-80
2879,0,78.22286987,15.65423203,21.5,11,5,31,12,1007.0,57,10.13,1599,2495,-23,-3,20,-81
2880,0,78.22286987,15.65422821,21.5,11,5,32,12,1006.96,57,10.13,1600,2493,-23,-3,20,-80
2881,0,78.22286987,15.65424347,21.5,11,5,33,12,1006.98,57,10.13,1602,2496,-23,-3,20,-80
2882,0,78.22286987,15.65424728,21.5,11,5,34,12,1006.96,57,10.12,1602,2496,-23,-3,20,-79
2883,0,78.22286987,15.65427780,21.5,11,5,35,12,1006.97,57,10.12,1603,2494,-23,-3,20,-80
2884,0,78.22286987,15.65428543,21.4,11,5,36,12,1006.97,57,10.11,1604,2493,-23,-3,20,-80
2885,0,78.22286987,15.65428162,21.4,11,5,37,12,1006.98,57,10.11,1604,2496,-23,-3,20,-79
2886,0,78.22286987,15.65432358,21.4,11,5,38,12,1006.99,57,10.1,1603,2495,-23,-3,20,-80
2887,0,78.22286987,15.65429688,21.3,11,5,39,12,1006.95,57,10.1,1600,2493,-23,-3,20,-79
2888,0,78.22286987,15.65428543,21.1,11,5,40,12,1006.99,57,10.09,1599,2496,-23,-3,20,-80
2889,0,78.22286987,15.65428925,21.3,11,5,41,12,1006.98,57,10.09,1598,2495,-23,-3,20,-79
2890,0,78.22286987,15.65429306,21.3,11,5,42,12,1006.96,57,10.09,1598,2494,-23,-3,20,-79
2891,0,78.22286987,15.65428925,21.2,11,5,43,12,1006.98,57,10.08,1598,2497,-23,-3,20,-80
2892,0,78.22286987,15.65428925,21.3,11,5,44,12,1006.97,57,10.08,1599,2495,-23,-3,20,-80
2893,0,78.22286987,15.65428162,21.4,11,5,45,12,1006.98,57,10.07,1599,2496,-23,-3,20,-80
2894,0,78.22286987,15.65429688,21.4,11,5,46,12,1006.98,57,10.07,1600,2494,-23,-3,20,-79
2895,0,78.22286987,15.65429688,21.4,11,5,47,13,1006.97,57,10.07,1601,2495,-23,-3,20,-79
2896,0,78.22286987,15.65430069,21.4,11,5,48,13,1006.97,57,10.06,1600,2495,-23,-3,20,-79
2897,0,78.22286987,15.65430069,21.4,11,5,49,13,1006.97,57,10.06,1601,2495,-23,-3,20,-80
2898,0,78.22286987,15.65430450,21.4,11,5,50,13,1006.96,57,10.05,1602,2496,-23,-3,20,-79
2899,0,78.22286987,15.65431213,21.4,11,5,51,12,1006.96,57,10.05,1601,2496,-23,-3,20,-79
2900,0,78.22286987,15.65431595,21.4,11,5,52,12,1006.95,57,10.04,1602,2483,-23,-3,20,-80
2901,0,78.22286987,15.65430832,21.4,11,5,53,12,1006.96,57,10.03,1603,2503,-23,-3,20,-80
2902,0,78.22286987,15.65430069,21.2,11,5,54,12,1006.97,57,10.04,1603,2495,-23,-3,20,-79
2903,0,78.22286987,15.65433121,21.4,11,5,55,12,1006.99,57,10.03,1605,2493,-23,-3,20,-79
2904,0,78.22286987,15.65431213,21.4,11,5,56,12,1006.96,57,10.02,1605,2496,-23,-3,20,-79
2905,0,78.22286987,15.65433502,21.4,11,5,57,12,1006.97,57,10.02,1602,2494,-23,-3,20,-80
2906,0,78.22286987,15.65433884,21.4,11,5,58,13,1006.97,57,10.02,1600,2493,-23,-3,20,-79
2907,0,78.22286987,15.65431595,21.3,11,5,59,13,1006.96,57,10.01,1599,2493,-23,-3,20,-79
2908,0,78.22286987,15.65433121,21.4,11,6,0,13,1006.96,57,10.01,1599,2496,-23,-3,20,-79
2909,0,78.22286987,15.65434265,21.4,11,6,1,13,1006.97,57,10.01,1599,2494,-23,-3,20,-80
2910,0,78.22286987,15.65438080,21.4,11,6,2,13,1006.95,57,10.0,1597,2495,-23,-3,20,-80
2911,0,78.22286987,15.65440369,21.5,11,6,3,13,1006.98,57,10.0,1596,2495,-23,-3,20,-79
2912,0,78.22286987,15.65439987,21.4,11,6,4,13,1006.98,57,9.99,1595,2496,-23,-3,20,-79
2913,0,78.22286987,15.65439224,21.4,11,6,5,12,1006.93,57,9.98,1594,2496,-23,-3,20,-79
2914,0,78.22286987,15.65439606,21.4,11,6,6,13,1006.94,57,9.98,1592,2495,-23,-3,20,-79
2915,0,78.22286987,15.65439224,21.4,11,6,7,13,1006.94,57,9.98,1591,2496,-23,-3,20,-79
2916,0,78.22286987,15.65439606,21.3,11,6,8,12,1006.97,57,9.97,1590,2496,-23,-3,20,-79
2917,0,78.22286987,15.65442657,21.6,11,6,9,14,1006.96,57,9.97,1590,2495,-23,-3,20,-79
2918,0,78.22286987,15.65443802,21.5,11,6,10,13,1006.98,57,9.97,1589,2493,-23,-3,20,-79
2919,0,78.22286987,15.65445709,21.4,11,6,11,12,1006.96,57,9.96,1588,2497,-23,-3,20,-80
2920,0,78.22286987,15.65453339,21.5,11,6,12,12,1006.98,57,9.96,1587,2495,-23,-3,20,-80
2921,0,78.22286987,15.65448761,21.4,11,6,13,13,1006.99,57,9.95,1587,2493,-23,-3,20,-79
2922,0,78.22286987,15.65447998,21.2,11,6,14,13,1006.98,57,9.95,1588,2495,-23,-3,20,-80
2923,0,78.22286987,15.65450287,21.3,11,6,15,13,1006.98,57,9.95,1589,2495,-23,-3,20,-80
2924,0,78.22290039,15.65453339,21.5,11,6,16,15,1006.99,57,9.94,1588,2493,-23,-3,20,-79
2925,0,78.22290039,15.65450287,21.5,11,6,17,14,1006.99,58,9.94,1588,2496,-23,-3,20,-79
2926,0,78.22290039,15.65449524,21.4,11,6,18,13,1006.97,58,9.93,1588,2492,-23,-3,20,-78
2927,0,78.22290039,15.65450287,21.5,11,6,19,13,1006.97,58,9.93,1587,2494,-23,-3,20,-79
2928,0,78.22286987,15.65450287,21.4,11,6,20,13,1006.96,58,9.93,1586,2496,-23,-3,20,-79
2929,0,78.22286987,15.65450287,21.4,11,6,21,13,1006.99,58,9.92,1585,2496,-23,-3,20,-79
2930,0,78.22286987,15.65449905,21.4,11,6,22,13,1007.01,58,9.92,1584,2494,-23,-3,20,-79
2931,0,78.22286987,15.65450287,21.4,11,6,23,13,1006.99,58,9.91,1584,2496,-23,-3,20,-79
2932,0,78.22286987,15.65444565,21.3,11,6,24,12,1006.98,58,9.91,1585,2495,-23,-3,20,-78
2933,0,78.22286987,15.65443039,21.3,11,6,25,12,1006.98,58,9.9,1585,2493,-23,-3,20,-79
2934,0,78.22286987,15.65440750,21.3,11,6,26,12,1006.99,58,9.9,1587,2496,-23,-3,20,-79
2935,0,78.22286987,15.65435791,21.2,11,6,27,12,1007.01,58,9.89,1586,2496,-23,-3,20,-79
2936,0,78.22286987,15.65431213,21.4,11,6,28,12,1006.99,58,9.89,1586,2497,-23,-3,20,-80
2937,0,78.22286987,15.65428925,21.5,11,6,29,12,1007.0,58,9.89,1586,2501,-23,-3,20,-79
2938,0,78.22286987,15.65425110,21.5,11,6,30,13,1006.96,58,9.88,1586,2493,-23,-3,20,-79
2939,0,78.22286987,15.65420532,21.5,11,6,31,13,1006.98,58,9.88,1585,2494,-23,-3,20,-79
2940,0,78.22286987,15.65419769,21.7,11,6,32,13,1006.98,58,9.87,1586,2492,-23,-3,20,-79
2941,0,78.22286987,15.65415192,21.9,11,6,33,13,1007.01,58,9.87,1586,2495,-23,-3,20,-80
2942,0,78.22286987,15.65412140,21.9,11,6,34,13,1007.01,58,9.86,1586,2495,-23,-3,20,-80
2943,0,78.22286987,15.65415192,22.0,11,6,35,13,1007.0,58,9.86,1586,2493,-23,-3,20,-79
2944,0,78.22286987,15.65412903,22.0,11,6,36,13,1007.01,58,9.85,1586,2494,-23,-3,20,-79
2945,0,78.22286987,15.65412521,21.9,11,6,37,12,1007.01,58,9.85,1587,2495,-23,-3,20,-79
2946,0,78.22286987,15.65414047,22.0,11,6,38,12,1006.99,58,9.84,1587,2492,-23,-3,20,-79
2947,0,78.22286987,15.65414429,22.0,11,6,39,12,1006.99,58,9.83,1586,2493,-23,-3,20,-79
2948,0,78.22286987,15.65415573,22.0,11,6,40,12,1007.0,58,9.83,1585,2496,-23,-3,20,-80
2949,0,78.22286987,15.65412903,22.0,11,6,41,12,1007.0,58,9.83,1585,2495,-23,-3,20,-80
2950,0,78.22286987,15.65416336,22.1,11,6,42,12,1007.0,58,9.83,1584,2494,-23,-3,20,-80
2951,0,78.22286987,15.65414810,22.1,11,6,43,12,1006.99,58,9.82,1584,2496,-23,-3,20,-80
2952,0,78.22286987,15.65415192,22.0,11,6,44,12,1007.01,58,9.82,1584,2495,-23,-3,20,-79
2953,0,78.22286987,15.65415573,22.1,11,6,45,12,1007.01,58,9.81,1583,2493,-23,-3,20,-79
2954,0,78.22286987,15.65416718,22.2,11,6,46,12,1006.99,58,9.8,1582,2496,-23,-3,20,-80
2955,0,78.22286987,15.65415573,22.1,11,6,47,12,1006.98,58,9.8,1583,2493,-23,-3,20,-79
2956,0,78.22286987,15.65416718,22.3,11,6,48,12,1006.97,58,9.8,1583,2495,-23,-3,20,-79
2957,0,78.22286987,15.65416718,22.3,11,6,49,11,1006.97,58,9.79,1582,2493,-23,-3,20,-79
2958,0,78.22286987,15.65417099,22.3,11,6,50,11,1007.0,58,9.79,1582,2495,-23,-3,20,-79
2959,0,78.22286987,15.65415955,22.4,11,6,51,11,1006.98,58,9.79,1581,2495,-23,-3,20,-80
2960,0,78.22286987,15.65414810,22.3,11,6,52,11,1006.99,58,9.78,1581,2494,-23,-3,20,-79
2961,0,78.22286987,15.65414047,22.3,11,6,53,11,1007.02,58,9.78,1581,2495,-23,-3,20,-79
2962,0,78.22286987,15.65412140,22.3,11,6,54,11,1006.99,58,9.77,1582,2492,-23,-3,20,-79
2963,0,78.22286987,15.65413666,22.3,11,6,55,11,1007.02,58,9.77,1581,2494,-23,-3,20,-79
2964,0,78.22286987,15.65412521,22.3,11,6,56,12,1006.99,58,9.76,1581,2496,-23,-3,20,-79
2965,0,78.22286987,15.65414810,22.5,11,6,57,12,1006.99,58,9.76,1580,2494,-23,-3,20,-79
2966,0,78.22286987,15.65412903,22.5,11,6,58,12,1007.01,58,9.76,1579,2492,-23,-3,20,-80
2967,0,78.22286987,15.65412903,22.3,11,6,59,12,1007.0,58,9.75,1579,2496,-23,-3,20,-80
2968,0,78.22286987,15.65413284,22.4,11,7,0,12,1007.0,58,9.75,1578,2495,-23,-3,20,-80
2969,0,78.22286987,15.65413666,22.5,11,7,1,12,1006.97,58,9.75,1579,2494,-23,-3,20,-79
2970,0,78.22286987,15.65413284,22.5,11,7,2,12,1007.0,58,9.74,1577,2495,-23,-3,20,-80
2971,0,78.22286987,15.65411758,22.4,11,7,3,12,1006.98,58,9.74,1578,2496,-23,-3,20,-79
2972,0,78.22286987,15.65412140,22.3,11,7,4,11,1006.98,58,9.73,1576,2495,-23,-3,20,-79
2973,0,78.22286987,15.65412903,22.5,11,7,5,11,1006.98,59,9.73,1577,2497,-23,-3,20,-79
2974,0,78.22286987,15.65412140,22.4,11,7,6,11,1006.99,59,9.72,1576,2497,-23,-3,20,-79
2975,0,78.22286987,15.65411377,22.3,11,7,7,11,1006.98,59,9.72,1575,2496,-23,-3,20,-80
2976,0,78.22286987,15.65411377,22.4,11,7,8,11,1006.97,59,9.71,1574,2493,-23,-3,20,-79
2977,0,78.22286987,15.65412521,22.5,11,7,9,11,1006.99,59,9.71,1574,2494,-23,-3,20,-80
2978,0,78.22286987,15.65410614,22.3,11,7,10,11,1007.0,59,9.7,1574,2495,-23,-3,20,-80
2979,0,78.22286987,15.65412140,22.4,11,7,11,11,1006.98,59,9.7,1573,2495,-23,-3,20,-80
2980,0,78.22286987,15.65410995,22.6,11,7,12,11,1006.99,59,9.69,1572,2492,-23,-3,20,-81
2981,0,78.22286987,15.65410995,22.5,11,7,13,11,1007.0,59,9.69,1573,2492,-23,-3,20,-80
2982,0,78.22286987,15.65410995,22.5,11,7,14,11,1006.95,59,9.69,1574,2492,-23,-3,20,-79
2983,0,78.22286987,15.65410233,22.5,11,7,15,11,1006.97,59,9.68,1574,2495,-23,-3,20,-78
2984,0,78.22286987,15.65410614,22.4,11,7,16,11,1006.99,59,9.68,1573,2495,-23,-3,20,-79
2985,0,78.22286987,15.65409851,22.5,11,7,17,11,1007.01,59,9.67,1574,2496,-23,-3,20,-79
2986,0,78.22286987,15.65407944,22.4,11,7,18,11,1006.98,59,9.67,1574,2495,-23,-3,20,-79
2987,0,78.22286987,15.65407181,22.3,11,7,19,12,1006.97,59,9.66,1574,2495,-23,-3,20,-78
2988,0,78.22286987,15.65407181,22.3,11,7,20,12,1006.97,59,9.66,1575,2493,-23,-3,20,-78
2989,0,78.22286987,15.65407181,22.3,11,7,21,12,1006.98,59,9.66,1575,2493,-23,-3,20,-78
2990,0,78.22286987,15.65406036,22.3,11,7,22,12,1006.98,59,9.66,1577,2492,-23,-3,20,-78
2991,0,78.22286987,15.65404892,22.3,11,7,23,12,1006.96,59,9.65,1577,2495,-23,-3,20,-78
2992,0,78.22286987,15.65403748,22.2,11,7,24,12,1006.99,59,9.65,1578,2496,-23,-3,20,-79
2993,0,78.22286987,15.65402603,22.2,11,7,25,12,1006.98,59,9.64,1577,2492,-23,-3,20,-79
2994,0,78.22286987,15.65403366,22.3,11,7,26,12,1006.97,59,9.64,1577,2492,-23,-3,20,-79
2995,0,78.22286987,15.65401459,22.1,11,7,27,12,1006.98,59,9.63,1578,2492,-23,-3,20,-79
2996,0,78.22286987,15.65401077,22.1,11,7,28,12,1006.99,59,9.63,1578,2494,-23,-3,20,-80
2997,0,78.22286987,15.65401077,22.3,11,7,29,12,1007.0,59,9.63,1579,2495,-23,-3,20,-79
2998,0,78.22286987,15.65402222,22.4,11,7,30,12,1006.99,59,9.62,1578,2494,-23,-3,20,-80
2999,0,78.22286987,15.65402985,22.3,11,7,31,13,1007.02,59,9.63,1579,2494,-23,-3,20,-80
3000,0,78.22286987,15.65402603,22.2,11,7,32,13,1006.99,59,9.62,1579,2491,-23,-3,20,-80
3001,0,78.22286987,15.65403748,22.3,11,7,33,13,1007.01,59,9.61,1580,2496,-23,-3,20,-79
3002,0,78.22286987,15.65404510,22.3,11,7,34,13,1007.01,59,9.61,1580,2493,-23,-3,20,-80
3003,0,78.22286987,15.65400696,22.3,11,7,35,13,1006.97,59,9.6,1581,2495,-23,-3,20,-79
3004,0,78.22286987,15.65400314,22.3,11,7,36,11,1006.98,59,9.6,1580,2495,-23,-3,20,-80
3005,0,78.22286987,15.65399551,22.3,11,7,37,10,1006.99,59,9.59,1579,2494,-23,-3,20,-80
3006,0,78.22286987,15.65400314,22.2,11,7,38,11,1007.0,59,9.59,1579,2495,-23,-3,20,-80
3007,0,78.22286987,15.65399933,22.0,11,7,39,10,1007.0,59,9.59,1579,2495,-23,-3,20,-79
3008,0,78.22286987,15.65399170,22.2,11,7,40,11,1006.99,59,9.58,1579,2492,-23,-3,20,-80
3009,0,78.22286987,15.65399933,22.2,11,7,41,11,1006.97,59,9.58,1578,2488,-23,-3,20,-80
3010,0,78.22286987,15.65399170,22.2,11,7,42,11,1006.99,59,9.57,1578,2496,-23,-3,20,-80
3011,0,78.22286987,15.65400696,22.2,11,7,43,10,1007.0,59,9.57,1578,2495,-23,-3,20,-79
3012,0,78.22286987,15.65400314,22.2,11,7,44,11,1006.98,59,9.56,1578,2492,-23,-3,20,-79
3013,0,78.22286987,15.65400696,22.2,11,7,45,10,1006.99,59,9.56,1578,2494,-23,-3,20,-79
3014,0,78.22286987,15.65400696,22.0,11,7,46,10,1006.97,59,9.56,1578,2494,-23,-3,20,-80
3015,0,78.22286987,15.65400696,22.2,11,7,47,10,1007.0,59,9.55,1578,2491,-23,-3,20,-79
3016,0,78.22286987,15.65400696,22.2,11,7,48,10,1006.99,59,9.55,1579,2501,-23,-3,20,-79
3017,0,78.22286987,15.65400696,22.2,11,7,49,10,1006.99,59,9.55,1578,2502,-23,-3,20,-79
3018,0,78.22286987,15.65400314,22.5,11,7,50,10,1007.03,59,9.54,1578,2495,-23,-3,20,-80
3019,0,78.22286987,15.65399933,22.6,11,7,51,10,1006.99,59,9.54,1577,2495,-23,-3,20,-79
3020,0,78.22286987,15.65399933,22.6,11,7,52,10,1006.98,59,9.54,1577,2495,-23,-3,20,-79
3021,0,78.22286987,15.65399933,22.6,11,7,53,10,1006.99,59,9.53,1578,2495,-23,-3,20,-79
3022,0,78.22286987,15.65399933,22.6,11,7,54,10,1007.0,59,9.53,1577,2494,-23,-3,20,-79
3023,0,78.22286987,15.65399933,22.6,11,7,55,10,1007.0,59,9.53,1577,2493,-23,-3,20,-79
3024,0,78.22286987,15.65399933,22.6,11,7,56,10,1006.98,59,9.52,1578,2495,-23,-3,20,-79
3025,0,78.22286987,15.65399933,22.6,11,7,57,10,1007.0,59,9.51,1579,2496,-23,-3,20,-79
3026,0,78.22286987,15.65399933,22.8,11,7,58,10,1007.02,60,9.51,1582,2495,-23,-3,20,-80
3027,0,78.22286987,15.65399933,22.8,11,7,59,10,1007.01,60,9.5,1581,2493,-23,-3,20,-79
3028,0,78.22286987,15.65399933,22.8,11,8,0,10,1006.99,60,9.5,1582,2495,-23,-3,20,-79
3029,0,78.22286987,15.65400314,22.8,11,8,1,10,1006.98,60,9.49,1583,2494,-23,-3,20,-78
3030,0,78.22286987,15.65400696,22.8,11,8,2,10,1006.98,60,9.49,1584,2491,-23,-3,20,-79
3031,0,78.22286987,15.65400696,22.8,11,8,3,10,1006.96,60,9.48,1586,2494,-23,-3,20,-78
3032,0,78.22286987,15.65400696,22.8,11,8,4,10,1007.0,60,9.48,1588,2493,-23,-3,20,-78
3033,0,78.22286987,15.65401840,23.0,11,8,5,10,1006.99,60,9.47,1589,2494,-23,-3,20,-79
3034,0,78.22286987,15.65403366,22.9,11,8,6,10,1006.97,60,9.47,1590,2497,-23,-3,20,-80
3035,0,78.22286987,15.65404892,22.8,11,8,7,10,1006.98,60,9.46,1590,2497,-23,-3,20,-80
3036,0,78.22286987,15.65404892,22.8,11,8,8,10,1006.96,60,9.46,1591,2493,-23,-3,20,-80
3037,0,78.22286987,15.65406036,22.8,11,8,9,11,1007.0,60,9.45,1592,2496,-23,-3,20,-79
3038,0,78.22286987,15.65406036,22.8,11,8,10,11,1006.99,60,9.45,1594,2495,-23,-3,20,-79
3039,0,78.22286987,15.65406418,22.7,11,8,11,11,1006.98,60,9.45,1596,2495,-23,-3,20,-79
3040,0,78.22286987,15.65406418,22.6,11,8,12,11,1006.96,60,9.44,1597,2493,-23,-3,20,-80
3041,0,78.22286987,15.65406799,22.5,11,8,13,11,1007.01,60,9.44,1598,2495,-23,-3,20,-79
3042,0,78.22286987,15.65406799,22.4,11,8,14,11,1007.0,60,9.44,1598,2493,-23,-3,20,-79
3043,0,78.22286987,15.65406799,22.5,11,8,15,11,1006.98,60,9.42,1599,2491,-23,-3,20,-78
3044,0,78.22286987,15.65406799,22.5,11,8,16,11,1007.0,60,9.42,1600,2494,-23,-3,20,-80
3045,0,78.22286987,15.65406799,22.5,11,8,17,11,1006.99,60,9.42,1601,2507,-23,-3,20,-79
3046,0,78.22286987,15.65406799,22.5,11,8,18,12,1006.99,60,9.42,1602,2493,-23,-3,20,-79
3047,0,78.22286987,15.65406418,22.4,11,8,19,12,1007.02,60,9.42,1601,2494,-23,-3,20,-81
3048,0,78.22286987,15.65405655,22.3,11,8,20,12,1006.98,60,9.41,1600,2491,-23,-3,20,-80
3049,0,78.22286987,15.65406036,22.4,11,8,21,12,1006.99,60,9.41,1602,2493,-23,-3,20,-80
3050,0,78.22286987,15.65405655,22.5,11,8,22,12,1007.02,60,9.4,1603,2494,-23,-3,20,-79
3051,0,78.22286987,15.65406418,22.6,11,8,23,12,1006.98,60,9.4,1605,2493,-23,-3,20,-80
3052,0,78.22286987,15.65407181,22.5,11,8,24,12,1006.98,60,9.4,1605,2492,-23,-3,20,-80
3053,0,78.22286987,15.65406799,22.3,11,8,25,12,1006.99,60,9.39,1606,2492,-23,-3,20,-80
3054,0,78.22286987,15.65406036,22.4,11,8,26,12,1007.03,60,9.39,1607,2492,-23,-3,20,-80
3055,0,78.22286987,15.65406799,22.4,11,8,27,12,1007.01,60,9.38,1608,2495,-23,-3,20,-79
3056,0,78.22286987,15.65407181,22.3,11,8,28,12,1006.96,60,9.38,1608,2494,-23,-3,20,-80
3057,0,78.22286987,15.65407562,22.5,11,8,29,12,1006.96,60,9.37,1609,2493,-23,-3,20,-79
3058,0,78.22286987,15.65409851,22.3,11,8,30,12,1006.98,60,9.37,1609,2496,-23,-3,20,-80
3059,0,78.22286987,15.65409851,22.2,11,8,31,13,1006.98,60,9.37,1610,2493,-23,-3,20,-79
3060,0,78.22286987,15.65408707,22.2,11,8,32,13,1006.99,60,9.36,1611,2494,-23,-3,20,-79
3061,0,78.22286987,15.65409470,22.2,11,8,33,13,1006.96,60,9.36,1611,2492,-23,-3,20,-79
3062,0,78.22286987,15.65409851,22.2,11,8,34,13,1006.97,60,9.36,1611,2496,-23,-3,20,-79
3063,0,78.22286987,15.65409470,22.2,11,8,35,13,1006.98,60,9.35,1611,2496,-23,-3,20,-79
3064,0,78.22286987,15.65411377,22.3,11,8,36,13,1006.97,60,9.35,1611,2492,-23,-3,20,-78
3065,0,78.22286987,15.65411758,22.1,11,8,37,13,1006.97,60,9.34,1611,2493,-23,-3,20,-79
3066,0,78.22286987,15.65409851,22.1,11,8,38,13,1006.97,60,9.34,1612,2493,-23,-3,20,-79
3067,0,78.22286987,15.65410614,22.1,11,8,39,13,1006.95,60,9.34,1612,2493,-23,-3,20,-79
3068,0,78.22286987,15.65409470,22.0,11,8,40,14,1006.96,60,9.34,1612,2496,-23,-3,20,-79
3069,0,78.22286987,15.65409851,22.0,11,8,41,14,1006.98,60,9.33,1612,2495,-23,-3,20,-79
3070,0,78.22286987,15.65411758,22.0,11,8,42,14,1006.99,60,9.33,1613,2493,-23,-3,20,-78
3071,0,78.22286987,15.65413284,21.9,11,8,43,14,1006.98,60,9.33,1612,2497,-23,-3,20,-78
3072,0,78.22286987,15.65413284,21.9,11,8,44,14,1006.98,60,9.32,1612,2496,-23,-3,20,-79
3073,0,78.22286987,15.65416336,21.9,11,8,45,14,1006.96,60,9.32,1613,2495,-23,-3,20,-78
3074,0,78.22290039,15.65418243,21.9,11,8,46,14,1006.98,60,9.31,1613,2495,-23,-3,20,-78
3075,0,78.22290039,15.65417480,21.9,11,8,47,14,1006.99,60,9.31,1613,2496,-23,-3,20,-78
3076,0,78.22290039,15.65417862,21.8,11,8,48,14,1007.01,60,9.31,1613,2494,-23,-3,20,-77
3077,0,78.22290039,15.65419006,21.9,11,8,49,15,1006.98,60,9.31,1613,2494,-23,-3,20,-79
3078,0,78.22290039,15.65418625,21.8,11,8,50,15,1007.0,60,9.3,1613,2496,-23,-3,20,-78
3079,0,78.22290039,15.65417862,21.8,11,8,51,15,1007.0,60,9.3,1613,2495,-23,-3,20,-76
3080,0,78.22290039,15.65418625,22.0,11,8,52,15,1006.99,60,9.3,1613,2493,-23,-3,20,-79
3081,0,78.22290039,15.65418625,21.8,11,8,53,15,1007.01,60,9.29,1613,2497,-23,-3,20,-79
